M200,m200_msun,z,c200,weight,mstar_msun,log10_mstar_msun
1783116215.9915204,1783116215.9915204,0.05,9.116047136542843,0.00125,12181762.524650497,7.085710128966163
12161909850.49797,12161909850.49797,0.05,9.616627303510848,0.00125,52245456.40631243,7.718048527444001
16660067852.458323,16660067852.458323,0.05,7.563486640952969,0.00125,29486758.505402047,7.469627032958979
44493616736.23528,44493616736.23528,0.05,6.031264376274192,0.00125,96191405.1039041,7.9831362686832925
11537656617.437786,11537656617.437786,0.05,5.930864307866577,0.00125,29070866.28662642,7.463457973562515
10278395735.077677,10278395735.077677,0.05,12.109692128108076,0.00125,47547213.70288313,7.677125072084839
3797057531.274795,3797057531.274795,0.05,15.735217301762797,0.00125,48538897.07639919,7.686089903864978
51786067804.555336,51786067804.555336,0.05,4.611962724092989,0.00125,54562208.69439169,7.736891942373705
3652391886.497823,3652391886.497823,0.05,13.52477943592006,0.00125,13339283.759491492,7.12513251116588
9115106554.697395,9115106554.697395,0.05,16.95246503213913,0.00125,23307057.292100772,7.367487443727431
33309931435.073025,33309931435.073025,0.05,11.970001732544826,0.00125,87317517.10024005,7.941101377918964
47515618605.38833,47515618605.38833,0.05,6.457175995065011,0.00125,76789936.53522313,7.885304308656636
1349396478.6154375,1349396478.6154375,0.05,12.98813634899585,0.00125,11794280.113668581,7.071671438040393
3275527305.441061,3275527305.441061,0.05,6.114705140942971,0.00125,24688152.102202214,7.392488584389181
8067105044.080668,8067105044.080668,0.05,12.079428917300458,0.00125,19263593.34202529,7.2847373016386445
19616728698.77249,19616728698.77249,0.05,6.99038549884807,0.00125,29399874.22138592,7.468345472416413
6826295768.13375,6826295768.13375,0.05,11.837272209461283,0.00125,16329090.621944476,7.21296199925789
1072934366.3651136,1072934366.3651136,0.05,25.25513072859935,0.00125,15439075.19151522,7.188621282317676
7912753857.205925,7912753857.205925,0.05,9.59292474849659,0.00125,31297272.302285865,7.495506488482976
19366214255.201767,19366214255.201767,0.05,9.291085835369747,0.00125,68066871.41954988,7.8329357894403415
13318541490.070515,13318541490.070515,0.05,13.356331700932701,0.00125,49395589.241717875,7.693688170512608
7804379112.170567,7804379112.170567,0.05,7.63845252047301,0.00125,17092617.516873386,7.232808574487196
7616498599.186016,7616498599.186016,0.05,15.41848044111129,0.00125,57837483.368780114,7.762209387626206
2818981825.8867726,2818981825.8867726,0.05,10.998244775992413,0.00125,16183610.283667075,7.209075411675085
14606169050.406784,14606169050.406784,0.05,11.042716820990242,0.00125,26174112.48104906,7.417871964424699
7674794869.80261,7674794869.80261,0.05,6.829951394812684,0.00125,16726891.912777262,7.223415250554122
18456092679.251858,18456092679.251858,0.05,2.728615427050942,0.00125,43563202.69765104,7.639119800899782
7201231252.899401,7201231252.899401,0.05,6.693082293432747,0.00125,37091498.07893134,7.569274374290448
2313909425.235675,2313909425.235675,0.05,5.351067258190106,0.00125,11755653.690465573,7.070246783717764
856149778.9672569,856149778.9672569,0.05,9.368692523154829,0.00125,14565405.221164327,7.163322571549856
41541562327.03297,41541562327.03297,0.05,4.539892973410856,0.00125,64766054.25780773,7.811347439337986
25090732853.223347,25090732853.223347,0.05,5.4079115080545765,0.00125,66472429.17615394,7.82264154997201
12660294517.43903,12660294517.43903,0.05,4.402262004884879,0.00125,29089726.69267901,7.4637396409301475
35934065384.49869,35934065384.49869,0.05,6.713668811427089,0.00125,36377771.31036829,7.56083608842571
8352368819.306543,8352368819.306543,0.05,9.232476592564666,0.00125,22828932.608253993,7.358485606050799
18634923526.07053,18634923526.07053,0.05,8.789133080349988,0.00125,42631531.74284746,7.629730937045806
26182965153.48767,26182965153.48767,0.05,12.273331620451705,0.00125,84989491.21540762,7.929365229369499
37410348571.84591,37410348571.84591,0.05,6.846215871886205,0.00125,26364034.440567482,7.4210118703076375
2518365368.4493504,2518365368.4493504,0.05,7.76437106866558,0.00125,11933641.26951728,7.076772978621977
8366741443.506685,8366741443.506685,0.05,3.815572941582935,0.00125,26612885.532732222,7.425091965983266
10101785062.3558,10101785062.3558,0.05,7.844981588355319,0.00125,27728053.855923012,7.44291938889651
442324010.84440815,442324010.84440815,0.05,13.335493640145419,0.00125,10361985.643108115,7.015442986221394
23750943636.48107,23750943636.48107,0.05,5.480763839254117,0.00125,84965599.45623103,7.929243125827902
3540886952.02835,3540886952.02835,0.05,8.290258861783421,0.00125,33277405.056352295,7.522149453025959
25112879875.892147,25112879875.892147,0.05,8.438632532449278,0.00125,43675087.10579578,7.640233779814756
20401326445.955227,20401326445.955227,0.05,9.989017517170842,0.00125,27103755.37823594,7.433029468994411
41289646964.8119,41289646964.8119,0.05,4.5990759400649805,0.00125,42851289.5330442,7.631963895772836
14313692456.78806,14313692456.78806,0.05,9.216118006252909,0.00125,28581911.591199115,7.4560912715419585
6589752310.072617,6589752310.072617,0.05,13.892233179404787,0.00125,14768107.319719834,7.169324839707891
13815016423.933634,13815016423.933634,0.05,6.092566246405296,0.00125,25243417.539901227,7.402148150819599
14308899990.250051,14308899990.250051,0.05,15.345089465063399,0.00125,54379624.10326496,7.73543620122055
1885491102.2729013,1885491102.2729013,0.05,10.62079186913639,0.00125,21741030.85447704,7.337280132381237
2419225828.489518,2419225828.489518,0.05,6.917678599732622,0.00125,10254468.098114185,7.010913138322631
6847506865.781533,6847506865.781533,0.05,10.107238755236367,0.00125,21600698.863145977,7.334467802423985
4003910328.853236,4003910328.853236,0.05,6.472127246769206,0.00125,31147176.269554377,7.4934186806537
8782986366.288713,8782986366.288713,0.05,11.724184575741225,0.00125,33643985.23592343,7.526907433720977
1864447460.5918088,1864447460.5918088,0.05,9.565105171841724,0.00125,12083321.117222263,7.0821863171204
7261014433.875608,7261014433.875608,0.05,11.044977195585913,0.00125,21639928.736385554,7.335255826238345
3330635391.602404,3330635391.602404,0.05,11.219885813315809,0.00125,13441176.826158527,7.1284372945163375
15093371023.80327,15093371023.80327,0.05,5.920636318518876,0.00125,91299923.3693219,7.960470413018476
4976322462.553741,4976322462.553741,0.05,9.577633878853748,0.00125,14671567.183907252,7.166476506683817
1596354738.319121,1596354738.319121,0.05,4.27338169120743,0.00125,16394843.04746794,7.21470726339972
8758250258.09503,8758250258.09503,0.05,7.875425732700585,0.00125,34638369.918785736,7.5395574459338235
6297673124.580011,6297673124.580011,0.05,8.954862833303206,0.00125,10206042.271330029,7.008857362758446
12474790597.537401,12474790597.537401,0.05,10.004843701711843,0.00125,78626817.99239273,7.895570700233121
1436647357.4920394,1436647357.4920394,0.05,8.134718864011422,0.00125,12420024.444368398,7.0941224505944955
11674508698.251873,11674508698.251873,0.05,6.056010268598174,0.00125,46902104.44612532,7.671192329470636
3298113782.4562626,3298113782.4562626,0.05,10.514152528626674,0.00125,24906085.0271731,7.396305466407672
38498686070.11543,38498686070.11543,0.05,3.756855839961913,0.00125,92707527.24861558,7.967114997465118
54071202573.52313,54071202573.52313,0.05,9.388028773177576,0.00125,78863412.3339736,7.896875564593067
6739965535.375117,6739965535.375117,0.05,8.344033559940188,0.00125,35462365.57014728,7.549767702494317
3161578680.772027,3161578680.772027,0.05,9.006018189021647,0.00125,18767036.299205277,7.2733956940104205
6356655288.441896,6356655288.441896,0.05,7.404502809145666,0.00125,14257398.159284556,7.154040278099071
17917200981.33755,17917200981.33755,0.05,5.778316697455421,0.00125,44986956.323728085,7.653086611157904
5391927320.798392,5391927320.798392,0.05,10.324666559233542,0.00125,62173282.49343019,7.793603796934681
8412922355.446615,8412922355.446615,0.05,8.914725916670102,0.00125,30017148.735715844,7.477369437169265
1652771280.2694368,1652771280.2694368,0.05,7.202349014421553,0.00125,10392786.475500844,7.016732004601343
18999347789.609215,18999347789.609215,0.05,23.24815701795283,0.00125,40804159.004965395,7.610704431248029
28262472063.239296,28262472063.239296,0.05,7.68587130632515,0.00125,36635815.2889929,7.563905860719325
10867681430.437,10867681430.437,0.05,13.183094640639736,0.00125,31293078.25006652,7.495448286101224
2076690201.9148614,2076690201.9148614,0.05,7.95874582660466,0.00125,10566341.254115587,7.023924632698267
11644972529.388437,11644972529.388437,0.05,13.679100167947228,0.00125,13895828.255403185,7.142884437837457
33077408965.231304,33077408965.231304,0.05,14.27700031182852,0.00125,39890239.65918072,7.60086664554391
1898538099.9548557,1898538099.9548557,0.05,5.193374047478246,0.00125,23996040.684493937,7.380139589597983
6357403031.572672,6357403031.572672,0.05,14.214173853229989,0.00125,15693952.366058176,7.195732330114075
7483849105.012554,7483849105.012554,0.05,22.41233664704282,0.00125,49537509.24865068,7.694934166425013
2313720456.4131794,2313720456.4131794,0.05,13.712019007973964,0.00125,17955066.621920697,7.254187020906194
21369903966.869713,21369903966.869713,0.05,10.172403274732869,0.00125,27792193.97125442,7.443922832203753
20714436997.394382,20714436997.394382,0.05,5.847545953052113,0.00125,93475902.3029746,7.97069966599862
2081753724.7748342,2081753724.7748342,0.05,6.809095902253783,0.00125,11734970.078167522,7.0694819865717395
7092023139.899844,7092023139.899844,0.05,15.311518293574037,0.00125,19365462.98009546,7.287027884348031
8159151171.914061,8159151171.914061,0.05,21.417073727753053,0.00125,71021603.83997956,7.851390475498519
4730539021.425203,4730539021.425203,0.05,3.590287854096286,0.00125,15416395.27994201,7.187982837201159
11896739250.772896,11896739250.772896,0.05,18.77621742371565,0.00125,50581593.556906156,7.7039925075324875
6472577243.111879,6472577243.111879,0.05,5.348624335982464,0.00125,16251676.96990446,7.21089818138867
62044793998.19964,62044793998.19964,0.05,17.03338675666679,0.00125,53573717.62933409,7.7289517843210644
30086866437.34999,30086866437.34999,0.05,14.43609867420674,0.00125,49910452.59887318,7.698191508161091
10225769227.979122,10225769227.979122,0.05,4.950274050538201,0.00125,23647371.65755915,7.37378287708008
31803445926.146553,31803445926.146553,0.05,4.916011218292531,0.00125,66379698.01358547,7.822035272306816
45345934747.09049,45345934747.09049,0.05,6.448503980556792,0.00125,54171164.8654756,7.733768174505588
10396530840.716364,10396530840.716364,0.05,18.637846774474173,0.00125,14652932.794869365,7.165924557738195
5079639071.863593,5079639071.863593,0.05,17.040088265332848,0.00125,27699995.29382372,7.442479695278652
7608838710.399311,7608838710.399311,0.05,6.441950000138577,0.00125,26488343.778091535,7.423054804257124
929274055.7632015,929274055.7632015,0.05,4.668113768478546,0.00125,12591361.322290227,7.100072686644624
9217046502.70091,9217046502.70091,0.05,7.4470914739285545,0.00125,36846244.92867882,7.5663932346686
5915085802.429191,5915085802.429191,0.05,9.012061820556932,0.00125,19275674.88770979,7.285009592682898
7117796398.580375,7117796398.580375,0.05,8.118331868761738,0.00125,33427083.694567516,7.524098488749196
36907469320.208954,36907469320.208954,0.05,2.4528863091759336,0.00125,40626322.399414785,7.608807510637309
6623753154.377064,6623753154.377064,0.05,5.30829997377435,0.00125,16768602.598581353,7.224496872444394
12119308406.37115,12119308406.37115,0.05,5.670358089719049,0.00125,44091636.04115708,7.6443562138289165
7703911021.652407,7703911021.652407,0.05,10.114077586583957,0.00125,17739699.41295181,7.248946256735711
2994558635.0011344,2994558635.0011344,0.05,6.508677457833648,0.00125,12490764.418130096,7.09658901743075
13360591650.4308,13360591650.4308,0.05,9.329369593846979,0.00125,27434200.58857428,7.438292309710549
42219431150.67359,42219431150.67359,0.05,10.472150829718723,0.00125,84293607.41790237,7.925794640242781
4899549160.231239,4899549160.231239,0.05,29.39401844833212,0.00125,22933393.07528186,7.360468314863151
4082205671.82595,4082205671.82595,0.05,7.618235366059185,0.00125,19497012.920761973,7.289968079495821
2880853586.1364245,2880853586.1364245,0.05,12.227945227773187,0.00125,27384425.759112753,7.437503638371855
3709601975.6476088,3709601975.6476088,0.05,9.919660316225105,0.00125,14531719.778444229,7.16231701457956
9238176388.550308,9238176388.550308,0.05,7.327100798101042,0.00125,21518873.530019045,7.332819533142057
8093318387.346504,8093318387.346504,0.05,7.933400999933444,0.00125,27647091.03762203,7.44164944259299
5985831367.098172,5985831367.098172,0.05,14.314926562680418,0.00125,22934168.296387218,7.360482995139942
22934108144.81001,22934108144.81001,0.05,3.5935479035240614,0.00125,55956840.14658068,7.747853182130554
1531491299.5237565,1531491299.5237565,0.05,9.714970018858967,0.00125,15290991.35676607,7.184435642823454
7812326793.944236,7812326793.944236,0.05,16.774611581983574,0.00125,22674365.979149863,7.3555351521552295
2231075572.7937446,2231075572.7937446,0.05,11.843590046691228,0.00125,14661477.50506996,7.166177738379163
2554097597.3066263,2554097597.3066263,0.05,7.950327348510097,0.00125,16474872.829098983,7.216822070924091
19292959705.342693,19292959705.342693,0.05,19.440734433923385,0.00125,32373700.56672153,7.510192345489984
98361155942.83034,98361155942.83034,0.05,9.467890151454396,0.00125,94718144.92860802,7.976433183728946
4177685286.239957,4177685286.239957,0.05,11.316079106143,0.00125,28227292.926612213,7.4506692301339035
38001749575.07684,38001749575.07684,0.05,6.341902551663201,0.00125,53833804.09196193,7.731055069724192
5308629554.140082,5308629554.140082,0.05,8.303998117507522,0.00125,10022039.057962716,7.000956090945335
7212832780.09063,7212832780.09063,0.05,14.240778278903827,0.00125,15056709.878842268,7.1777300822519035
7433856898.026658,7433856898.026658,0.05,14.32836771521424,0.00125,42393446.06093105,7.627298720753578
34721466459.73213,34721466459.73213,0.05,10.426833204493846,0.00125,40388657.05632455,7.606259412894572
15506109758.9769,15506109758.9769,0.05,14.076400205190668,0.00125,21607705.64075126,7.33460865487672
4828911495.625515,4828911495.625515,0.05,9.242740107082628,0.00125,25205711.35814835,7.401498958650146
1855506954.6244886,1855506954.6244886,0.05,6.705629826119037,0.00125,10702064.134389006,7.029467549247822
6560196977.899955,6560196977.899955,0.05,18.840390775344872,0.00125,14360178.060258929,7.157159825011328
14480623031.223001,14480623031.223001,0.05,15.323540436531644,0.00125,15061263.470960626,7.177861405825501
20261318804.152115,20261318804.152115,0.05,10.21942984758576,0.00125,18781017.86356676,7.273719125765626
44272934025.56466,44272934025.56466,0.05,12.375971139893952,0.00125,35646170.15814657,7.5520128758840395
5728608125.808962,5728608125.808962,0.05,9.122355320000624,0.00125,30150092.935590193,7.479288655161138
159785857601.03864,159785857601.03864,0.05,9.663685950952395,0.00125,83518293.5104953,7.921781612016583
10198254394.058311,10198254394.058311,0.05,11.737567881506425,0.00125,11693309.222975563,7.067937434506313
5157220689.101097,5157220689.101097,0.05,15.057796737399894,0.00125,11329447.5560323,7.054208733410071
1471400770.163866,1471400770.163866,0.05,16.265806393109532,0.00125,10021810.267706793,7.00094617644797
47413664483.091255,47413664483.091255,0.05,9.005758866573581,0.00125,94406588.4907518,7.975002304100302
18893401895.45119,18893401895.45119,0.05,4.798037872638716,0.00125,42553967.70846511,7.628940059686335
9265824243.671597,9265824243.671597,0.05,4.798897716194967,0.00125,23329407.406689625,7.367903707363264
8468769705.174821,8468769705.174821,0.05,5.1016875363489955,0.00125,20414718.308107022,7.309943391700664
26729714713.646572,26729714713.646572,0.05,11.22985113983256,0.00125,53900249.27784132,7.731590773716249
46840411909.94148,46840411909.94148,0.05,13.560569770859997,0.00125,57935327.63685133,7.762943467337275
2936819570.9285965,2936819570.9285965,0.05,10.557283665018279,0.00125,15012446.069352007,7.176451460256098
29417491187.12584,29417491187.12584,0.05,6.902588711137905,0.00125,58267046.5698539,7.765423005203207
5988358991.803521,5988358991.803521,0.05,7.914432422228669,0.00125,21961529.061787587,7.3416625743927515
1815292324.4220655,1815292324.4220655,0.05,13.522974515205886,0.00125,23439535.539613914,7.369949001775182
3687895530.5756035,3687895530.5756035,0.05,6.602176104232636,0.00125,25967397.866306968,7.414428432150514
19281414827.827766,19281414827.827766,0.05,6.042292216098186,0.00125,66324424.6851528,7.821673491490444
2441602337.8840556,2441602337.8840556,0.05,10.503783013351581,0.00125,16683446.873627067,7.22228578272536
5701109702.85281,5701109702.85281,0.05,10.038067743662287,0.00125,17811908.06718894,7.250710444935741
4691397766.098268,4691397766.098268,0.05,11.574166460445642,0.00125,21071146.490914606,7.323688166416436
6759375102.672367,6759375102.672367,0.05,11.844968418771757,0.00125,14261655.139848098,7.154169930592277
5571154123.374256,5571154123.374256,0.05,11.258688793592958,0.00125,31734407.443480168,7.501530393419492
6537013910.645168,6537013910.645168,0.05,12.370521220928664,0.00125,46030288.168753535,7.6630436937666175
2304370798.7277036,2304370798.7277036,0.05,7.628014097034303,0.00125,12142031.548130987,7.084291356947522
9297794226.40387,9297794226.40387,0.05,7.9251714288392785,0.00125,22170661.371174064,7.345778648710662
19735749954.252857,19735749954.252857,0.05,16.3736850801639,0.00125,24023740.652410917,7.380640630802863
32181730497.274586,32181730497.274586,0.05,7.466429300646114,0.00125,49294673.20301198,7.692799991822324
19423957373.732906,19423957373.732906,0.05,15.725261389748312,0.00125,33955042.7220261,7.530904281229756
7218358769.487358,7218358769.487358,0.05,7.300461785027971,0.00125,33056308.8564167,7.51925435762059
4306112787.79673,4306112787.79673,0.05,4.309803260151429,0.00125,35060291.58173026,7.544815523617728
7569050829.1403055,7569050829.1403055,0.05,4.655903182812524,0.00125,45055251.06057812,7.653745414043934
22185620533.668762,22185620533.668762,0.05,12.79607299651034,0.00125,32950363.71636817,7.517860212834122
29278215295.993362,29278215295.993362,0.05,10.610799317818218,0.00125,59094808.70485717,7.771549331137445
20045723589.84843,20045723589.84843,0.05,2.105563958595464,0.00125,44536530.41114089,7.6487163805923055
11515440443.82562,11515440443.82562,0.05,10.32302427104883,0.00125,25316074.013258897,7.4033963566937295
5614809359.083583,5614809359.083583,0.05,9.09329717436948,0.00125,23187577.16758764,7.365255372281029
11862965327.936642,11862965327.936642,0.05,10.813035122636677,0.00125,88766947.94289446,7.94825128787234
7211964072.905664,7211964072.905664,0.05,13.408497675481449,0.00125,25593471.12053281,7.408129191172924
67573628511.12122,67573628511.12122,0.05,5.563608768539222,0.00125,73261123.02250321,7.8648735716959575
209874906978.97955,209874906978.97955,0.05,6.9213370186214815,0.00125,68024144.18588033,7.832663086612211
2251540044.043168,2251540044.043168,0.05,14.573044012819066,0.00125,10086012.275859937,7.0037194924107595
26007465293.577934,26007465293.577934,0.05,4.82662731333555,0.00125,53086080.24029868,7.724980659173229
5616651205.828651,5616651205.828651,0.05,11.841772301721248,0.00125,30767469.457854655,7.488091778155693
5626901108.492129,5626901108.492129,0.05,17.433924992377094,0.00125,19682943.932073254,7.294090055367483
59145048321.04492,59145048321.04492,0.05,8.836784477975552,0.00125,42609779.371171154,7.629509285476422
8658086026.676329,8658086026.676329,0.05,6.874308913415546,0.00125,22096190.10472346,7.34431739770619
5711153956.890941,5711153956.890941,0.05,5.443950829781155,0.00125,37444348.651028104,7.573386280383207
23449965559.14363,23449965559.14363,0.05,9.117791666384086,0.00125,36167251.16618096,7.558315502161546
2243598869.1050386,2243598869.1050386,0.05,5.458518327265332,0.00125,11174120.933922175,7.0482133672792795
5726032826.182115,5726032826.182115,0.05,14.97974092856402,0.00125,11708375.836599214,7.068496654754356
5439093688.871921,5439093688.871921,0.05,5.6207808345725025,0.00125,16643404.832238361,7.221242177038224
22750341370.98215,22750341370.98215,0.05,6.332723028528141,0.00125,40195855.74670102,7.604181278977043
2924893466.414603,2924893466.414603,0.05,9.874981371196036,0.00125,12451037.713031078,7.09520554856126
10511619592.931236,10511619592.931236,0.05,5.871485126526386,0.00125,14786674.555436702,7.169870514455953
4179588497.0085397,4179588497.0085397,0.05,14.163831948837034,0.00125,37376408.092536405,7.5725975629458455
16776917978.51494,16776917978.51494,0.05,11.751595216104576,0.00125,40202500.19452608,7.604253062709397
28938586011.349808,28938586011.349808,0.05,6.1364914028220525,0.00125,35120716.44264558,7.545563366684918
5106324288.767601,5106324288.767601,0.05,16.17387422233452,0.00125,19147129.05949151,7.282103664618385
1952694708.1732268,1952694708.1732268,0.05,13.147400917658146,0.00125,38939668.02311765,7.59039224465852
1129306287.060452,1129306287.060452,0.05,11.517756840533021,0.00125,13989953.076826835,7.145816257843554
4356965825.918001,4356965825.918001,0.05,5.67363932588121,0.00125,37129316.30472167,7.569716952247424
6701011221.603488,6701011221.603488,0.05,10.142880996516059,0.00125,24474492.30157626,7.3887136915717715
13429185850.324594,13429185850.324594,0.05,9.800440440664158,0.00125,51205038.96879467,7.7093127009887406
17539431384.728905,17539431384.728905,0.05,7.651328958438934,0.00125,58874037.44145682,7.769923819716042
7352362714.91447,7352362714.91447,0.05,7.376733394802304,0.00125,16611962.06166876,7.220420930599006
63021135029.82485,63021135029.82485,0.05,9.625511286394072,0.00125,90534174.26122774,7.9568125448576685
8992117272.641584,8992117272.641584,0.05,10.338043204629948,0.00125,19095502.74793371,7.280931096999943
5447976691.354631,5447976691.354631,0.05,6.777716382974418,0.00125,34214286.169414446,7.534207483513441
3391504997.7610655,3391504997.7610655,0.05,28.042486767650562,0.00125,15288465.365611369,7.18436389373829
5304400437.24579,5304400437.24579,0.05,12.64839239614133,0.00125,32655279.93853015,7.513953411117379
10405338984.003521,10405338984.003521,0.05,8.969168164110723,0.00125,19221289.26814981,7.283782514615791
56455585009.41085,56455585009.41085,0.05,14.446139869257332,0.00125,67713172.69289024,7.830673163091978
1776484105.2467268,1776484105.2467268,0.05,14.61506041695099,0.00125,24491970.819619704,7.389023733334098
9934067692.143707,9934067692.143707,0.05,6.168288364261746,0.00125,35121857.812649265,7.545577480367387
45116921130.41819,45116921130.41819,0.05,3.5764218937341647,0.00125,79296438.97605,7.8992536845713675
9982146473.936903,9982146473.936903,0.05,17.044586507485395,0.00125,28052474.23839178,7.447971172212191
6198962069.151538,6198962069.151538,0.05,4.717011894903105,0.00125,55960911.35841282,7.747884778634422
9142424944.813498,9142424944.813498,0.05,10.977366384927704,0.00125,27278567.71128258,7.435821563513163
29153375580.49513,29153375580.49513,0.05,5.334342942450941,0.00125,48227738.46885182,7.683296897138008
8790783963.534676,8790783963.534676,0.05,4.724271042090078,0.00125,13694515.652414324,7.136546676735759
27315529802.009872,27315529802.009872,0.05,8.760974497946783,0.00125,72783646.06450972,7.862033807584856
2462340550.982803,2462340550.982803,0.05,7.251330689748388,0.00125,14653254.438695427,7.165934090751663
4820342062.228776,4820342062.228776,0.05,8.688630541973843,0.00125,19017185.23918021,7.279146236809879
15184694067.677681,15184694067.677681,0.05,5.772984723146616,0.00125,38832245.399757065,7.589192503513601
20957657359.260227,20957657359.260227,0.05,8.621989489348376,0.00125,44713319.02233643,7.650436908284195
52107026734.00899,52107026734.00899,0.05,6.905226256402939,0.00125,89050844.07278259,7.949638040300267
13779965099.330582,13779965099.330582,0.05,21.57410043933752,0.00125,32747047.34974959,7.515172147762323
3637525594.5258646,3637525594.5258646,0.05,7.010363954021608,0.00125,17482885.311924383,7.242613108598165
21932211491.347828,21932211491.347828,0.05,6.077336744057038,0.00125,35038461.083874084,7.544545023367663
8600395602.123598,8600395602.123598,0.05,12.686067266930984,0.00125,32140281.041966897,7.507049670014188
5986102583.137841,5986102583.137841,0.05,14.441608837105537,0.00125,22510320.169864204,7.3523816721225295
33749647314.170513,33749647314.170513,0.05,8.455567906776682,0.00125,89848628.95997763,7.953511454403711
2687018769.4465632,2687018769.4465632,0.05,8.032037226525903,0.00125,13411604.900886538,7.127480750848922
14544461138.536505,14544461138.536505,0.05,3.7939868130965575,0.00125,42051749.923453964,7.62378407305395
7774943190.972484,7774943190.972484,0.05,4.921821874985082,0.00125,40014325.56087113,7.602215501283445
4915860374.681333,4915860374.681333,0.05,27.221341316431776,0.00125,17551911.782387543,7.244324427429897
